Comunidades y Ciudades Autónomas;Edad;Sexo;Periodo;Total
05 Canarias;25 y más años;Ambos sexos;2013T1;30,68
05 Canarias;25 y más años;Ambos sexos;2012T4;29,38
05 Canarias;25 y más años;Ambos sexos;2012T3;30,45
05 Canarias;25 y más años;Ambos sexos;2012T2;30,07
05 Canarias;25 y más años;Ambos sexos;2012T1;29,86
05 Canarias;25 y más años;Ambos sexos;2011T4;28,72
05 Canarias;25 y más años;Ambos sexos;2011T3;27,14
05 Canarias;25 y más años;Ambos sexos;2011T2;27,22
05 Canarias;25 y más años;Ambos sexos;2011T1;26,09
05 Canarias;25 y más años;Ambos sexos;2010T4;26,92
05 Canarias;25 y más años;Ambos sexos;2010T3;26,37
05 Canarias;25 y más años;Ambos sexos;2010T2;26,87
05 Canarias;25 y más años;Ambos sexos;2010T1;25,18
05 Canarias;De 16 a 19 años;Ambos sexos;2020T3;87,87
05 Canarias;De 16 a 19 años;Ambos sexos;2020T2;52,63
05 Canarias;De 16 a 19 años;Ambos sexos;2020T1;59,98
05 Canarias;De 16 a 19 años;Ambos sexos;2019T4;54,63
05 Canarias;De 16 a 19 años;Ambos sexos;2019T3;66,72
05 Canarias;De 16 a 19 años;Ambos sexos;2019T2;63,12
05 Canarias;De 16 a 19 años;Ambos sexos;2019T1;55,66
05 Canarias;De 16 a 19 años;Ambos sexos;2018T4;32,35
05 Canarias;De 16 a 19 años;Ambos sexos;2018T3;39,49
05 Canarias;De 16 a 19 años;Ambos sexos;2018T2;50,13
05 Canarias;De 16 a 19 años;Ambos sexos;2018T1;67,57
05 Canarias;De 16 a 19 años;Ambos sexos;2017T4;62,22
05 Canarias;De 16 a 19 años;Ambos sexos;2017T3;57,12
05 Canarias;De 16 a 19 años;Ambos sexos;2017T2;80,13
05 Canarias;De 16 a 19 años;Ambos sexos;2017T1;65,94
05 Canarias;De 16 a 19 años;Ambos sexos;2016T4;63,92
05 Canarias;De 16 a 19 años;Ambos sexos;2016T3;75,27
05 Canarias;De 16 a 19 años;Ambos sexos;2016T2;76,09
05 Canarias;De 16 a 19 años;Ambos sexos;2016T1;54,51
05 Canarias;De 16 a 19 años;Ambos sexos;2015T4;52,90
05 Canarias;De 16 a 19 años;Ambos sexos;2015T3;66,92
05 Canarias;De 16 a 19 años;Ambos sexos;2015T2;75,96
05 Canarias;De 16 a 19 años;Ambos sexos;2015T1;73,57
05 Canarias;De 16 a 19 años;Ambos sexos;2014T4;64,14
05 Canarias;De 16 a 19 años;Ambos sexos;2014T3;76,60
05 Canarias;De 16 a 19 años;Ambos sexos;2014T2;55,99
05 Canarias;De 16 a 19 años;Ambos sexos;2014T1;61,45
05 Canarias;De 16 a 19 años;Ambos sexos;2013T4;86,31
05 Canarias;De 16 a 19 años;Ambos sexos;2013T3;82,96
05 Canarias;De 16 a 19 años;Ambos sexos;2013T2;83,44
05 Canarias;De 16 a 19 años;Ambos sexos;2013T1;82,82
05 Canarias;De 16 a 19 años;Ambos sexos;2012T4;87,47
05 Canarias;De 16 a 19 años;Ambos sexos;2012T3;73,08
05 Canarias;De 16 a 19 años;Ambos sexos;2012T2;69,93
05 Canarias;De 16 a 19 años;Ambos sexos;2012T1;61,43
05 Canarias;De 16 a 19 años;Ambos sexos;2011T4;60,74
05 Canarias;De 16 a 19 años;Ambos sexos;2011T3;64,90
05 Canarias;De 16 a 19 años;Ambos sexos;2011T2;75,59
05 Canarias;De 16 a 19 años;Ambos sexos;2011T1;76,05
05 Canarias;De 16 a 19 años;Ambos sexos;2010T4;68,96
05 Canarias;De 16 a 19 años;Ambos sexos;2010T3;59,26
05 Canarias;De 16 a 19 años;Ambos sexos;2010T2;78,98
05 Canarias;De 16 a 19 años;Ambos sexos;2010T1;68,21
05 Canarias;De 20 a 24 años;Ambos sexos;2020T3;58,73
05 Canarias;De 20 a 24 años;Ambos sexos;2020T2;49,41
05 Canarias;De 20 a 24 años;Ambos sexos;2020T1;35,18
05 Canarias;De 20 a 24 años;Ambos sexos;2019T4;31,90
05 Canarias;De 20 a 24 años;Ambos sexos;2019T3;36,75
05 Canarias;De 20 a 24 años;Ambos sexos;2019T2;45,04
05 Canarias;De 20 a 24 años;Ambos sexos;2019T1;43,57
05 Canarias;De 20 a 24 años;Ambos sexos;2018T4;37,98
05 Canarias;De 20 a 24 años;Ambos sexos;2018T3;37,07
05 Canarias;De 20 a 24 años;Ambos sexos;2018T2;37,42
05 Canarias;De 20 a 24 años;Ambos sexos;2018T1;33,74
05 Canarias;De 20 a 24 años;Ambos sexos;2017T4;39,87
05 Canarias;De 20 a 24 años;Ambos sexos;2017T3;36,98
05 Canarias;De 20 a 24 años;Ambos sexos;2017T2;43,25
05 Canarias;De 20 a 24 años;Ambos sexos;2017T1;46,44
05 Canarias;De 20 a 24 años;Ambos sexos;2016T4;48,70
05 Canarias;De 20 a 24 años;Ambos sexos;2016T3;47,53
05 Canarias;De 20 a 24 años;Ambos sexos;2016T2;54,77
05 Canarias;De 20 a 24 años;Ambos sexos;2016T1;44,60
05 Canarias;De 20 a 24 años;Ambos sexos;2015T4;48,23
05 Canarias;De 20 a 24 años;Ambos sexos;2015T3;49,49
05 Canarias;De 20 a 24 años;Ambos sexos;2015T2;53,91
05 Canarias;De 20 a 24 años;Ambos sexos;2015T1;53,59
05 Canarias;De 20 a 24 años;Ambos sexos;2014T4;58,33
05 Canarias;De 20 a 24 años;Ambos sexos;2014T3;57,20
05 Canarias;De 20 a 24 años;Ambos sexos;2014T2;56,13
05 Canarias;De 20 a 24 años;Ambos sexos;2014T1;53,23
05 Canarias;De 20 a 24 años;Ambos sexos;2013T4;57,82
05 Canarias;De 20 a 24 años;Ambos sexos;2013T3;59,93
05 Canarias;De 20 a 24 años;Ambos sexos;2013T2;62,77
05 Canarias;De 20 a 24 años;Ambos sexos;2013T1;66,72
05 Canarias;De 20 a 24 años;Ambos sexos;2012T4;66,96
05 Canarias;De 20 a 24 años;Ambos sexos;2012T3;60,62
05 Canarias;De 20 a 24 años;Ambos sexos;2012T2;60,10
05 Canarias;De 20 a 24 años;Ambos sexos;2012T1;52,63
05 Canarias;De 20 a 24 años;Ambos sexos;2011T4;46,49
05 Canarias;De 20 a 24 años;Ambos sexos;2011T3;45,23
05 Canarias;De 20 a 24 años;Ambos sexos;2011T2;47,55
05 Canarias;De 20 a 24 años;Ambos sexos;2011T1;49,55
05 Canarias;De 20 a 24 años;Ambos sexos;2010T4;44,83
05 Canarias;De 20 a 24 años;Ambos sexos;2010T3;50,04
05 Canarias;De 20 a 24 años;Ambos sexos;2010T2;49,34
05 Canarias;De 20 a 24 años;Ambos sexos;2010T1;49,02
05 Canarias;De 25 a 54 años;Ambos sexos;2020T3;23,28
05 Canarias;De 25 a 54 años;Ambos sexos;2020T2;20,08
05 Canarias;De 25 a 54 años;Ambos sexos;2020T1;17,58
05 Canarias;De 25 a 54 años;Ambos sexos;2019T4;17,53
05 Canarias;De 25 a 54 años;Ambos sexos;2019T3;20,27
05 Canarias;De 25 a 54 años;Ambos sexos;2019T2;19,28
05 Canarias;De 25 a 54 años;Ambos sexos;2019T1;19,43
05 Canarias;De 25 a 54 años;Ambos sexos;2018T4;18,40
05 Canarias;De 25 a 54 años;Ambos sexos;2018T3;18,29
05 Canarias;De 25 a 54 años;Ambos sexos;2018T2;18,89
05 Canarias;De 25 a 54 años;Ambos sexos;2018T1;19,15
05 Canarias;De 25 a 54 años;Ambos sexos;2017T4;20,43
05 Canarias;De 25 a 54 años;Ambos sexos;2017T3;19,96
05 Canarias;De 25 a 54 años;Ambos sexos;2017T2;22,89
05 Canarias;De 25 a 54 años;Ambos sexos;2017T1;23,83
05 Canarias;De 25 a 54 años;Ambos sexos;2016T4;22,52
05 Canarias;De 25 a 54 años;Ambos sexos;2016T3;23,55
05 Canarias;De 25 a 54 años;Ambos sexos;2016T2;25,29
05 Canarias;De 25 a 54 años;Ambos sexos;2016T1;24,19
05 Canarias;De 25 a 54 años;Ambos sexos;2015T4;24,85
05 Canarias;De 25 a 54 años;Ambos sexos;2015T3;26,61
05 Canarias;De 25 a 54 años;Ambos sexos;2015T2;29,30
05 Canarias;De 25 a 54 años;Ambos sexos;2015T1;29,18
05 Canarias;De 25 a 54 años;Ambos sexos;2014T4;29,56
05 Canarias;De 25 a 54 años;Ambos sexos;2014T3;31,44
05 Canarias;De 25 a 54 años;Ambos sexos;2014T2;31,46
05 Canarias;De 25 a 54 años;Ambos sexos;2014T1;31,55
05 Canarias;De 25 a 54 años;Ambos sexos;2013T4;31,73
05 Canarias;De 25 a 54 años;Ambos sexos;2013T3;33,07
05 Canarias;De 25 a 54 años;Ambos sexos;2013T2;31,58
05 Canarias;De 25 a 54 años;Ambos sexos;2013T1;32,13
05 Canarias;De 25 a 54 años;Ambos sexos;2012T4;30,33
05 Canarias;De 25 a 54 años;Ambos sexos;2012T3;31,74
05 Canarias;De 25 a 54 años;Ambos sexos;2012T2;31,28
05 Canarias;De 25 a 54 años;Ambos sexos;2012T1;31,36
05 Canarias;De 25 a 54 años;Ambos sexos;2011T4;29,63
05 Canarias;De 25 a 54 años;Ambos sexos;2011T3;27,51
05 Canarias;De 25 a 54 años;Ambos sexos;2011T2;28,17
05 Canarias;De 25 a 54 años;Ambos sexos;2011T1;26,78
05 Canarias;De 25 a 54 años;Ambos sexos;2010T4;27,18
05 Canarias;De 25 a 54 años;Ambos sexos;2010T3;26,93
05 Canarias;De 25 a 54 años;Ambos sexos;2010T2;27,78
05 Canarias;De 25 a 54 años;Ambos sexos;2010T1;25,72
05 Canarias;55 y más años;Ambos sexos;2020T3;20,28
05 Canarias;55 y más años;Ambos sexos;2020T2;19,20
05 Canarias;55 y más años;Ambos sexos;2020T1;16,20
05 Canarias;55 y más años;Ambos sexos;2019T4;17,41
05 Canarias;55 y más años;Ambos sexos;2019T3;17,09
05 Canarias;55 y más años;Ambos sexos;2019T2;18,06
05 Canarias;55 y más años;Ambos sexos;2019T1;18,38
05 Canarias;55 y más años;Ambos sexos;2018T4;20,60
05 Canarias;55 y más años;Ambos sexos;2018T3;18,33
05 Canarias;55 y más años;Ambos sexos;2018T2;17,47
05 Canarias;55 y más años;Ambos sexos;2018T1;19,92
05 Canarias;55 y más años;Ambos sexos;2017T4;20,72
05 Canarias;55 y más años;Ambos sexos;2017T3;22,52
05 Canarias;55 y más años;Ambos sexos;2017T2;20,70
05 Canarias;55 y más años;Ambos sexos;2017T1;25,08
05 Canarias;55 y más años;Ambos sexos;2016T4;26,36
05 Canarias;55 y más años;Ambos sexos;2016T3;27,82
05 Canarias;55 y más años;Ambos sexos;2016T2;25,31
05 Canarias;55 y más años;Ambos sexos;2016T1;26,82
05 Canarias;55 y más años;Ambos sexos;2015T4;26,09
05 Canarias;55 y más años;Ambos sexos;2015T3;26,77
05 Canarias;55 y más años;Ambos sexos;2015T2;22,68
05 Canarias;55 y más años;Ambos sexos;2015T1;27,60
05 Canarias;55 y más años;Ambos sexos;2014T4;25,14
05 Canarias;55 y más años;Ambos sexos;2014T3;29,90
05 Canarias;55 y más años;Ambos sexos;2014T2;27,23
05 Canarias;55 y más años;Ambos sexos;2014T1;24,82
05 Canarias;55 y más años;Ambos sexos;2013T4;22,87
05 Canarias;55 y más años;Ambos sexos;2013T3;26,57
05 Canarias;55 y más años;Ambos sexos;2013T2;23,80
05 Canarias;55 y más años;Ambos sexos;2013T1;20,75
05 Canarias;55 y más años;Ambos sexos;2012T4;22,56
05 Canarias;55 y más años;Ambos sexos;2012T3;21,70
05 Canarias;55 y más años;Ambos sexos;2012T2;22,11
05 Canarias;55 y más años;Ambos sexos;2012T1;19,41
05 Canarias;55 y más años;Ambos sexos;2011T4;22,19
05 Canarias;55 y más años;Ambos sexos;2011T3;24,47
05 Canarias;55 y más años;Ambos sexos;2011T2;20,42
05 Canarias;55 y más años;Ambos sexos;2011T1;21,14
05 Canarias;55 y más años;Ambos sexos;2010T4;25,03
05 Canarias;55 y más años;Ambos sexos;2010T3;22,17
05 Canarias;55 y más años;Ambos sexos;2010T2;20,03
05 Canarias;55 y más años;Ambos sexos;2010T1;21,16
06 Cantabria;Menores de 25 años;Ambos sexos;2020T3;39,15
06 Cantabria;Menores de 25 años;Ambos sexos;2020T2;57,67
06 Cantabria;Menores de 25 años;Ambos sexos;2020T1;38,19
06 Cantabria;Menores de 25 años;Ambos sexos;2019T4;24,25
06 Cantabria;Menores de 25 años;Ambos sexos;2019T3;27,48
06 Cantabria;Menores de 25 años;Ambos sexos;2019T2;30,54
06 Cantabria;Menores de 25 años;Ambos sexos;2019T1;43,75
06 Cantabria;Menores de 25 años;Ambos sexos;2018T4;35,31
06 Cantabria;Menores de 25 años;Ambos sexos;2018T3;21,72
06 Cantabria;Menores de 25 años;Ambos sexos;2018T2;34,38
06 Cantabria;Menores de 25 años;Ambos sexos;2018T1;40,77
06 Cantabria;Menores de 25 años;Ambos sexos;2017T4;38,58
06 Cantabria;Menores de 25 años;Ambos sexos;2017T3;34,30
06 Cantabria;Menores de 25 años;Ambos sexos;2017T2;33,61
06 Cantabria;Menores de 25 años;Ambos sexos;2017T1;36,13
06 Cantabria;Menores de 25 años;Ambos sexos;2016T4;30,45
06 Cantabria;Menores de 25 años;Ambos sexos;2016T3;29,32
06 Cantabria;Menores de 25 años;Ambos sexos;2016T2;39,79
06 Cantabria;Menores de 25 años;Ambos sexos;2016T1;29,16
06 Cantabria;Menores de 25 años;Ambos sexos;2015T4;39,76
06 Cantabria;Menores de 25 años;Ambos sexos;2015T3;33,68
06 Cantabria;Menores de 25 años;Ambos sexos;2015T2;46,24
06 Cantabria;Menores de 25 años;Ambos sexos;2015T1;39,29
06 Cantabria;Menores de 25 años;Ambos sexos;2014T4;47,62
06 Cantabria;Menores de 25 años;Ambos sexos;2014T3;48,24
06 Cantabria;Menores de 25 años;Ambos sexos;2014T2;50,53
06 Cantabria;Menores de 25 años;Ambos sexos;2014T1;50,43
06 Cantabria;Menores de 25 años;Ambos sexos;2013T4;54,03
06 Cantabria;Menores de 25 años;Ambos sexos;2013T3;46,47
06 Cantabria;Menores de 25 años;Ambos sexos;2013T2;56,16
06 Cantabria;Menores de 25 años;Ambos sexos;2013T1;53,51
06 Cantabria;Menores de 25 años;Ambos sexos;2012T4;41,82
06 Cantabria;Menores de 25 años;Ambos sexos;2012T3;36,86
06 Cantabria;Menores de 25 años;Ambos sexos;2012T2;42,08
06 Cantabria;Menores de 25 años;Ambos sexos;2012T1;45,83
06 Cantabria;Menores de 25 años;Ambos sexos;2011T4;42,03
06 Cantabria;Menores de 25 años;Ambos sexos;2011T3;34,31
06 Cantabria;Menores de 25 años;Ambos sexos;2011T2;40,39
06 Cantabria;Menores de 25 años;Ambos sexos;2011T1;46,12
06 Cantabria;Menores de 25 años;Ambos sexos;2010T4;40,66
06 Cantabria;Menores de 25 años;Ambos sexos;2010T3;25,47
06 Cantabria;Menores de 25 años;Ambos sexos;2010T2;36,17
06 Cantabria;Menores de 25 años;Ambos sexos;2010T1;42,07
06 Cantabria;25 y más años;Ambos sexos;2020T3;10,50
06 Cantabria;25 y más años;Ambos sexos;2020T2;11,86
06 Cantabria;25 y más años;Ambos sexos;2020T1;9,90
06 Cantabria;25 y más años;Ambos sexos;2019T4;10,56
06 Cantabria;25 y más años;Ambos sexos;2019T3;7,80
06 Cantabria;25 y más años;Ambos sexos;2019T2;8,22
06 Cantabria;25 y más años;Ambos sexos;2019T1;10,97
06 Cantabria;25 y más años;Ambos sexos;2018T4;8,58
06 Cantabria;25 y más años;Ambos sexos;2018T3;8,40
06 Cantabria;25 y más años;Ambos sexos;2018T2;10,53
06 Cantabria;25 y más años;Ambos sexos;2018T1;11,26
06 Cantabria;25 y más años;Ambos sexos;2017T4;12,32
06 Cantabria;25 y más años;Ambos sexos;2017T3;11,52
06 Cantabria;25 y más años;Ambos sexos;2017T2;13,04
06 Cantabria;25 y más años;Ambos sexos;2017T1;12,96
06 Cantabria;25 y más años;Ambos sexos;2016T4;12,06
06 Cantabria;25 y más años;Ambos sexos;2016T3;11,68
06 Cantabria;25 y más años;Ambos sexos;2016T2;14,15
06 Cantabria;25 y más años;Ambos sexos;2016T1;18,43
06 Cantabria;25 y más años;Ambos sexos;2015T4;16,68
06 Cantabria;25 y más años;Ambos sexos;2015T3;15,29
06 Cantabria;25 y más años;Ambos sexos;2015T2;16,84
06 Cantabria;25 y más años;Ambos sexos;2015T1;17,67
06 Cantabria;25 y más años;Ambos sexos;2014T4;17,00
06 Cantabria;25 y más años;Ambos sexos;2014T3;17,63
06 Cantabria;25 y más años;Ambos sexos;2014T2;17,81
06 Cantabria;25 y más años;Ambos sexos;2014T1;19,62
06 Cantabria;25 y más años;Ambos sexos;2013T4;18,12
06 Cantabria;25 y más años;Ambos sexos;2013T3;17,36
06 Cantabria;25 y más años;Ambos sexos;2013T2;20,50
06 Cantabria;25 y más años;Ambos sexos;2013T1;19,16
06 Cantabria;25 y más años;Ambos sexos;2012T4;18,06
06 Cantabria;25 y más años;Ambos sexos;2012T3;14,57
06 Cantabria;25 y más años;Ambos sexos;2012T2;16,17
06 Cantabria;25 y más años;Ambos sexos;2012T1;17,15
06 Cantabria;25 y más años;Ambos sexos;2011T4;14,38
06 Cantabria;25 y más años;Ambos sexos;2011T3;12,71
06 Cantabria;25 y más años;Ambos sexos;2011T2;13,23
06 Cantabria;25 y más años;Ambos sexos;2011T1;14,23
06 Cantabria;25 y más años;Ambos sexos;2010T4;12,98
06 Cantabria;25 y más años;Ambos sexos;2010T3;11,08
06 Cantabria;25 y más años;Ambos sexos;2010T2;11,97
06 Cantabria;25 y más años;Ambos sexos;2010T1;12,13
06 Cantabria;De 16 a 19 años;Ambos sexos;2020T3;43,40
06 Cantabria;De 16 a 19 años;Ambos sexos;2020T2;71,08
06 Cantabria;De 16 a 19 años;Ambos sexos;2020T1;31,31
06 Cantabria;De 16 a 19 años;Ambos sexos;2019T4;31,42
06 Cantabria;De 16 a 19 años;Ambos sexos;2019T3;32,43
06 Cantabria;De 16 a 19 años;Ambos sexos;2019T2;19,53
06 Cantabria;De 16 a 19 años;Ambos sexos;2019T1;71,08
06 Cantabria;De 16 a 19 años;Ambos sexos;2018T4;29,95
06 Cantabria;De 16 a 19 años;Ambos sexos;2018T3;23,68
06 Cantabria;De 16 a 19 años;Ambos sexos;2018T2;43,74
06 Cantabria;De 16 a 19 años;Ambos sexos;2018T1;24,00
06 Cantabria;De 16 a 19 años;Ambos sexos;2017T4;28,16
06 Cantabria;De 16 a 19 años;Ambos sexos;2017T3;16,92
06 Cantabria;De 16 a 19 años;Ambos sexos;2017T2;34,86
06 Cantabria;De 16 a 19 años;Ambos sexos;2017T1;43,10
06 Cantabria;De 16 a 19 años;Ambos sexos;2016T4;33,17
06 Cantabria;De 16 a 19 años;Ambos sexos;2016T3;30,74
06 Cantabria;De 16 a 19 años;Ambos sexos;2016T2;69,00
06 Cantabria;De 16 a 19 años;Ambos sexos;2016T1;58,19
06 Cantabria;De 16 a 19 años;Ambos sexos;2015T4;64,84
06 Cantabria;De 16 a 19 años;Ambos sexos;2015T3;35,14
06 Cantabria;De 16 a 19 años;Ambos sexos;2015T2;75,84
06 Cantabria;De 16 a 19 años;Ambos sexos;2015T1;61,81
06 Cantabria;De 16 a 19 años;Ambos sexos;2014T4;70,02
06 Cantabria;De 16 a 19 años;Ambos sexos;2014T3;53,23
06 Cantabria;De 16 a 19 años;Ambos sexos;2014T2;79,37
06 Cantabria;De 16 a 19 años;Ambos sexos;2014T1;48,32
06 Cantabria;De 16 a 19 años;Ambos sexos;2013T4;71,21
06 Cantabria;De 16 a 19 años;Ambos sexos;2013T3;17,91
06 Cantabria;De 16 a 19 años;Ambos sexos;2013T2;60,19
06 Cantabria;De 16 a 19 años;Ambos sexos;2013T1;56,80
06 Cantabria;De 16 a 19 años;Ambos sexos;2012T4;60,53
06 Cantabria;De 16 a 19 años;Ambos sexos;2012T3;49,72
06 Cantabria;De 16 a 19 años;Ambos sexos;2012T2;57,96
06 Cantabria;De 16 a 19 años;Ambos sexos;2012T1;57,99
06 Cantabria;De 16 a 19 años;Ambos sexos;2011T4;57,95
06 Cantabria;De 16 a 19 años;Ambos sexos;2011T3;53,30
06 Cantabria;De 16 a 19 años;Ambos sexos;2011T2;63,40
06 Cantabria;De 16 a 19 años;Ambos sexos;2011T1;56,98
06 Cantabria;De 16 a 19 años;Ambos sexos;2010T4;64,52
06 Cantabria;De 16 a 19 años;Ambos sexos;2010T3;44,48
06 Cantabria;De 16 a 19 años;Ambos sexos;2010T2;45,85
06 Cantabria;De 16 a 19 años;Ambos sexos;2010T1;55,97
06 Cantabria;De 20 a 24 años;Ambos sexos;2020T3;38,41
06 Cantabria;De 20 a 24 años;Ambos sexos;2020T2;55,29
06 Cantabria;De 20 a 24 años;Ambos sexos;2020T1;39,21
06 Cantabria;De 20 a 24 años;Ambos sexos;2019T4;22,78
06 Cantabria;De 20 a 24 años;Ambos sexos;2019T3;25,89
06 Cantabria;De 20 a 24 años;Ambos sexos;2019T2;31,58
06 Cantabria;De 20 a 24 años;Ambos sexos;2019T1;37,82
06 Cantabria;De 20 a 24 años;Ambos sexos;2018T4;36,32
06 Cantabria;De 20 a 24 años;Ambos sexos;2018T3;21,24
06 Cantabria;De 20 a 24 años;Ambos sexos;2018T2;31,63
06 Cantabria;De 20 a 24 años;Ambos sexos;2018T1;43,17
06 Cantabria;De 20 a 24 años;Ambos sexos;2017T4;40,33
06 Cantabria;De 20 a 24 años;Ambos sexos;2017T3;36,85
06 Cantabria;De 20 a 24 años;Ambos sexos;2017T2;33,44
06 Cantabria;De 20 a 24 años;Ambos sexos;2017T1;35,57
06 Cantabria;De 20 a 24 años;Ambos sexos;2016T4;30,16
06 Cantabria;De 20 a 24 años;Ambos sexos;2016T3;29,11
06 Cantabria;De 20 a 24 años;Ambos sexos;2016T2;35,65
06 Cantabria;De 20 a 24 años;Ambos sexos;2016T1;26,02
06 Cantabria;De 20 a 24 años;Ambos sexos;2015T4;37,77
06 Cantabria;De 20 a 24 años;Ambos sexos;2015T3;33,53
06 Cantabria;De 20 a 24 años;Ambos sexos;2015T2;42,12
06 Cantabria;De 20 a 24 años;Ambos sexos;2015T1;36,42
06 Cantabria;De 20 a 24 años;Ambos sexos;2014T4;45,11
06 Cantabria;De 20 a 24 años;Ambos sexos;2014T3;47,77
06 Cantabria;De 20 a 24 años;Ambos sexos;2014T2;48,01
06 Cantabria;De 20 a 24 años;Ambos sexos;2014T1;50,48
06 Cantabria;De 20 a 24 años;Ambos sexos;2013T4;52,48
06 Cantabria;De 20 a 24 años;Ambos sexos;2013T3;48,95
06 Cantabria;De 20 a 24 años;Ambos sexos;2013T2;55,63
06 Cantabria;De 20 a 24 años;Ambos sexos;2013T1;53,04
06 Cantabria;De 20 a 24 años;Ambos sexos;2012T4;39,45
06 Cantabria;De 20 a 24 años;Ambos sexos;2012T3;35,52
06 Cantabria;De 20 a 24 años;Ambos sexos;2012T2;40,04
06 Cantabria;De 20 a 24 años;Ambos sexos;2012T1;44,36
06 Cantabria;De 20 a 24 años;Ambos sexos;2011T4;40,54
06 Cantabria;De 20 a 24 años;Ambos sexos;2011T3;32,04
06 Cantabria;De 20 a 24 años;Ambos sexos;2011T2;37,73
06 Cantabria;De 20 a 24 años;Ambos sexos;2011T1;44,82
06 Cantabria;De 20 a 24 años;Ambos sexos;2010T4;38,31
06 Cantabria;De 20 a 24 años;Ambos sexos;2010T3;22,65
06 Cantabria;De 20 a 24 años;Ambos sexos;2010T2;34,61
06 Cantabria;De 20 a 24 años;Ambos sexos;2010T1;39,87
06 Cantabria;De 25 a 54 años;Ambos sexos;2020T3;11,44
06 Cantabria;De 25 a 54 años;Ambos sexos;2020T2;12,23
06 Cantabria;De 25 a 54 años;Ambos sexos;2020T1;10,28
06 Cantabria;De 25 a 54 años;Ambos sexos;2019T4;11,76
06 Cantabria;De 25 a 54 años;Ambos sexos;2019T3;8,41
06 Cantabria;De 25 a 54 años;Ambos sexos;2019T2;8,82
06 Cantabria;De 25 a 54 años;Ambos sexos;2019T1;11,41
06 Cantabria;De 25 a 54 años;Ambos sexos;2018T4;9,27
06 Cantabria;De 25 a 54 años;Ambos sexos;2018T3;8,35
06 Cantabria;De 25 a 54 años;Ambos sexos;2018T2;11,20
06 Cantabria;De 25 a 54 años;Ambos sexos;2018T1;11,69
06 Cantabria;De 25 a 54 años;Ambos sexos;2017T4;12,79
06 Cantabria;De 25 a 54 años;Ambos sexos;2017T3;12,01
06 Cantabria;De 25 a 54 años;Ambos sexos;2017T2;13,60
06 Cantabria;De 25 a 54 años;Ambos sexos;2017T1;13,68
06 Cantabria;De 25 a 54 años;Ambos sexos;2016T4;12,66
06 Cantabria;De 25 a 54 años;Ambos sexos;2016T3;12,35
06 Cantabria;De 25 a 54 años;Ambos sexos;2016T2;15,33
06 Cantabria;De 25 a 54 años;Ambos sexos;2016T1;19,92
06 Cantabria;De 25 a 54 años;Ambos sexos;2015T4;17,62
06 Cantabria;De 25 a 54 años;Ambos sexos;2015T3;16,17
06 Cantabria;De 25 a 54 años;Ambos sexos;2015T2;17,73
06 Cantabria;De 25 a 54 años;Ambos sexos;2015T1;18,49
06 Cantabria;De 25 a 54 años;Ambos sexos;2014T4;17,18
06 Cantabria;De 25 a 54 años;Ambos sexos;2014T3;18,12
06 Cantabria;De 25 a 54 años;Ambos sexos;2014T2;18,78
06 Cantabria;De 25 a 54 años;Ambos sexos;2014T1;20,76
06 Cantabria;De 25 a 54 años;Ambos sexos;2013T4;19,33
06 Cantabria;De 25 a 54 años;Ambos sexos;2013T3;18,47
06 Cantabria;De 25 a 54 años;Ambos sexos;2013T2;21,55
06 Cantabria;De 25 a 54 años;Ambos sexos;2013T1;20,10
06 Cantabria;De 25 a 54 años;Ambos sexos;2012T4;19,29
06 Cantabria;De 25 a 54 años;Ambos sexos;2012T3;15,28
06 Cantabria;De 25 a 54 años;Ambos sexos;2012T2;17,49
06 Cantabria;De 25 a 54 años;Ambos sexos;2012T1;17,98
06 Cantabria;De 25 a 54 años;Ambos sexos;2011T4;15,21
06 Cantabria;De 25 a 54 años;Ambos sexos;2011T3;13,05
06 Cantabria;De 25 a 54 años;Ambos sexos;2011T2;13,42
06 Cantabria;De 25 a 54 años;Ambos sexos;2011T1;14,97
06 Cantabria;De 25 a 54 años;Ambos sexos;2010T4;13,68
06 Cantabria;De 25 a 54 años;Ambos sexos;2010T3;11,17
06 Cantabria;De 25 a 54 años;Ambos sexos;2010T2;12,41
06 Cantabria;De 25 a 54 años;Ambos sexos;2010T1;12,46
06 Cantabria;55 y más años;Ambos sexos;2020T3;7,08
06 Cantabria;55 y más años;Ambos sexos;2020T2;10,51
06 Cantabria;55 y más años;Ambos sexos;2020T1;8,51
06 Cantabria;55 y más años;Ambos sexos;2019T4;6,04
06 Cantabria;55 y más años;Ambos sexos;2019T3;5,39
06 Cantabria;55 y más años;Ambos sexos;2019T2;5,92
06 Cantabria;55 y más años;Ambos sexos;2019T1;9,28
06 Cantabria;55 y más años;Ambos sexos;2018T4;5,92
06 Cantabria;55 y más años;Ambos sexos;2018T3;8,61
06 Cantabria;55 y más años;Ambos sexos;2018T2;7,89
06 Cantabria;55 y más años;Ambos sexos;2018T1;9,52
06 Cantabria;55 y más años;Ambos sexos;2017T4;10,36
06 Cantabria;55 y más años;Ambos sexos;2017T3;9,43
06 Cantabria;55 y más años;Ambos sexos;2017T2;10,51
06 Cantabria;55 y más años;Ambos sexos;2017T1;9,64
06 Cantabria;55 y más años;Ambos sexos;2016T4;9,21
06 Cantabria;55 y más años;Ambos sexos;2016T3;8,72
06 Cantabria;55 y más años;Ambos sexos;2016T2;8,96
06 Cantabria;55 y más años;Ambos sexos;2016T1;11,66
